order_id,customer_id,product_id,carrier_id,order_date,required_date,shipped_date,status,quantity,total_amount,days_delayed
335,40,41,2,2024-08-23,2024-09-14,2024-09-13,delivered,7,807.94,0
336,26,15,5,2022-08-22,2022-09-09,,CANCELLED,9,731.97,
337,36,5,3,2022-10-09,2022-10-22,2022-10-27,DELIVERED,16,1755.84,5
338,11,2,,2022-03-25,2022-04-01,2022-04-10,Delivered,63,14281.47,9
339,23,27,4,2024-09-01,,2024-09-26,delivered,31,806.93,0
340,16,16,5,2023-09-09,2023-09-23,2023-09-28,DELAYED,25,2003.25,5
341,64,44,2,2024-08-08,2024-09-04,2024-09-03,Delivered,61,235460.0,0
342,95,3,4,2023-05-30,2023-06-12,,Canceled,14,2402.4,
343,87,13,4,2023-04-27,2023-05-23,2023-06-07,Delayed,96,30444.48,15
344,28,28,1,2023-02-14,2023-03-01,2023-03-03,Deliverd,19,1957.19,2
345,60,18,1,2024-01-05,2024-01-16,2024-01-14,DELIVERED,18,1159.92,0
346,67,6,2,2022-12-15,2023-01-05,,CANCELLED,53,14835.23,
347,54,37,2,2023-05-21,2023-05-31,2023-05-30,Deliverd,1,285.22,0
348,89,49,5,2024-03-18,2024-04-05,2024-04-04,delivered,2,169.82,0
349,60,2,5,2022-02-02,2022-02-20,2022-02-21,Deliverd,59,13374.71,1
350,97,19,1,2022-01-03,2022-02-02,2022-02-02,delivered,55,21525.35,0
351,6,30,3,2022-04-23,2022-05-12,2022-05-24,Delivered,80,39511.2,12
352,95,42,1,2023-11-17,2023-11-27,,Canceled,62,2131.56,
353,45,5,1,2023-07-02,2023-07-21,2023-08-03,Delayed,48,5267.52,13
354,9,44,3,2023-08-22,2023-09-08,,Cancelled,89,343540.0,
355,81,14,,2022-06-07,2022-06-13,2022-06-12,delivered,67,32789.13,0
356,44,27,3,2022-02-13,2022-02-25,2022-02-24,Deliverd,75,1952.25,0
357,48,15,3,2024-06-30,2024-07-17,2024-07-17,Delivered,62,5042.46,0
358,91,12,3,2022-11-26,2022-12-21,,Canceled,23,11161.44,
359,45,43,1,2022-09-17,2022-10-04,2022-10-03,delivered,41,,0
360,65,48,1,2024-10-19,2024-11-15,2024-11-21,Deliverd,70,18191.6,6
361,15,22,4,2022-10-29,2022-11-26,,Canceled,89,,
362,29,38,2,2023-03-28,2023-04-14,2023-04-12,delivered,68,4131.68,0
363,78,21,4,2022-06-28,2022-07-17,2022-07-28,DELAYED,78,4225.26,11
364,28,36,4,2024-03-01,2024-03-15,2024-03-15,Deliverd,12,4158.48,0
365,39,39,5,2024-05-18,2024-06-13,2024-06-22,DELAYED,12,964.56,9
366,60,12,4,2022-07-01,2022-07-04,2022-07-17,delayed,72,34940.16,13
367,29,48,,2024-10-01,,2024-10-13,DELIVERED,60,15592.8,8
368,36,8,1,2022-09-12,2022-10-05,2022-10-06,DELIVERED,98,42470.26,1
369,8,11,3,2024-09-01,2024-09-26,2024-09-28,delivered,75,5389.5,2
370,24,50,2,2023-12-31,2024-01-04,2024-01-02,delivered,81,26330.67,0
371,67,1,2,2023-09-09,2023-09-20,2023-09-22,Deliverd,18,86641.2,2
372,71,35,5,2022-11-13,2022-12-02,2022-12-14,Deliverd,92,20307.16,12
373,44,39,4,2022-02-05,2022-02-23,2022-02-23,Delivered,67,25738.72,0
374,100,5,1,2023-04-10,2023-04-22,2023-04-20,delivered,3,329.22,0
375,97,43,3,2022-05-02,2022-05-20,2022-05-22,delivered,2,297.58,2
376,100,23,3,2022-03-01,2022-03-06,2022-03-16,Delivered,21,,10
377,28,47,1,2023-03-21,2023-04-15,2023-05-02,Deliverd,13,2905.24,17
378,15,15,5,2022-08-08,2022-08-16,2022-08-25,Deliverd,53,4310.49,9
379,77,19,4,2023-08-14,2023-09-03,2023-09-04,Deliverd,59,23090.83,1
380,63,1,2,2024-05-26,2024-06-04,2024-06-17,Delivered,87,418765.8,13
381,55,39,2,2022-07-28,2022-08-23,2022-08-22,DELIVERED,52,3647.8,0
382,99,32,4,2023-12-31,2024-01-18,,CANCELLED,66,9679.56,
383,20,25,2,2022-07-23,2022-08-18,2022-08-20,Delivered,78,26739.18,2
384,70,35,3,2024-08-12,2024-08-21,2024-08-31,Delivered,44,9712.12,10
385,23,3,4,2024-07-10,2024-07-23,2024-08-11,DELAYED,5,858.0,19
386,63,37,1,2023-10-02,2023-10-27,2023-11-16,Deleyed,87,24814.14,20
387,99,44,5,2024-03-12,2024-03-23,2024-04-09,Delayed,46,177560.0,17
388,8,27,3,2022-02-25,2022-03-24,2022-03-25,DELIVERED,45,1171.35,1
389,55,30,1,2023-09-17,2023-09-23,2023-09-25,DELIVERED,85,,2
390,13,21,4,2023-10-11,2023-10-26,,Canceled,74,4008.58,
391,26,24,3,2023-11-27,2023-12-05,,Cancelled,56,26361.44,
392,96,15,4,2022-04-08,2022-04-20,,Cancelled,80,6506.4,
393,39,5,3,2024-12-23,2025-01-10,2025-01-21,DELAYED,84,9218.16,11
394,91,2,2,2024-07-17,2024-08-10,,CANCELLED,81,18361.89,
395,73,50,5,2024-08-15,2024-08-26,,Canceled,56,18203.92,
396,27,5,3,2023-09-07,2023-10-07,2023-10-25,DELAYED,82,8998.68,18
397,72,30,3,2024-04-11,2024-04-21,2024-04-19,Delivered,63,,0
398,93,42,2,2023-07-23,,,Cancelled,6,206.28,
399,65,37,1,2024-04-13,2024-04-27,2024-04-26,DELIVERED,95,27095.9,0
400,31,48,4,2023-10-04,2023-10-17,,Cancelled,96,24948.48,
401,15,32,1,2023-06-05,2023-07-05,,Canceled,69,13359.09,
402,7,48,1,2024-01-14,2024-02-01,2024-02-09,delivered,85,22089.8,8
403,33,1,4,2024-01-14,2024-02-11,2024-02-10,delivered,51,245483.4,0
404,63,6,3,2024-06-17,2024-07-10,2024-07-13,DELIVERED,100,27991.0,3
405,95,47,5,2022-11-25,2022-12-20,2022-12-20,Delivered,71,15867.08,0
406,11,21,3,2022-10-06,2022-10-09,2022-10-20,delayed,74,4008.58,11
407,76,12,3,2023-10-17,2023-11-03,2023-11-12,delayed,88,42704.64,9
408,72,2,2,2024-02-12,2024-03-12,,Cancelled,3,680.07,
409,12,17,5,2022-12-12,2022-12-16,2023-01-03,,20,9463.4,18
410,25,46,2,2024-07-18,2024-08-16,2024-08-24,DELAYED,27,4100.22,8
411,19,12,,2023-02-28,2023-03-22,2023-03-30,delivered,53,25719.84,8
412,91,46,2,2024-07-27,2024-08-01,2024-08-01,Delivered,50,7593.0,0
413,80,17,1,2023-04-26,2023-05-14,2023-05-18,DELIVERED,65,30756.05,4
414,91,6,2,2023-01-03,2023-01-14,2023-01-14,Delivered,41,11476.31,0
415,67,49,5,2023-07-30,2023-08-25,2023-09-04,DELIVERED,34,2886.94,10
416,21,31,1,2024-06-20,2024-06-24,2024-06-23,Deliverd,34,4761.02,0
417,12,8,2,2024-09-20,2024-10-07,2024-10-15,delayed,45,19501.65,8
418,99,5,4,2023-03-11,2023-04-01,2023-04-03,DELIVERED,32,3511.68,2
419,4,21,1,2024-03-18,2024-04-01,,CANCELLED,20,1083.4,
420,7,9,5,2022-01-12,2022-01-25,2022-02-01,Delivered,28,6997.76,7
421,50,14,1,2022-07-09,2022-07-24,2022-07-25,delivered,21,10277.19,1
422,48,23,2,2023-09-28,2023-10-22,,CANCELLED,86,4909.74,
423,44,3,1,2024-05-15,2024-06-12,2024-06-20,delivered,66,11325.6,8
424,20,31,1,2022-06-21,2022-07-03,2022-07-21,DELAYED,39,5461.17,18
425,13,28,5,2022-04-08,2022-04-28,2022-05-04,DELIVERED,53,5459.53,6
426,11,26,2,2022-02-03,2022-02-09,2022-02-19,DELAYED,6,1202.64,10
427,56,44,3,2023-06-27,,2023-07-08,,14,54040.0,0
428,79,20,4,2024-04-09,2024-05-09,,CANCELLED,80,25139.2,
429,19,31,2,2023-01-26,2023-02-01,2023-02-01,delivered,84,11762.52,0
430,58,31,4,2024-05-14,2024-05-17,2024-05-16,Deliverd,,420.09,0
431,76,32,1,2024-06-03,2024-06-19,2024-07-03,Deleyed,52,,14
432,45,32,1,2023-10-09,2023-10-29,2023-10-30,delivered,80,37607.2,1
433,93,9,4,2023-04-21,2023-05-10,2023-05-10,DELIVERED,38,9496.96,0
434,63,11,2,2023-03-01,2023-03-13,2023-03-15,Deliverd,78,5605.08,2
435,44,3,5,2022-02-07,2022-02-21,2022-02-20,Delivered,9,1544.4,0
436,78,45,2,2023-12-29,2024-01-25,2024-02-01,Deliverd,66,26732.64,7
437,6,7,5,2022-08-05,2022-09-02,,Cancelled,72,11016.72,
438,47,10,1,2023-08-22,2023-09-16,2023-10-06,delayed,83,24084.94,20
439,11,33,3,2023-05-18,2023-06-16,2023-07-01,Deleyed,22,7899.76,15
440,88,30,4,2024-12-20,,2025-01-06,delivered,67,33090.63,1
441,5,26,1,2022-05-23,2022-05-28,2022-05-27,Delivered,98,19643.12,0
442,96,20,5,2024-11-30,2024-12-12,2024-12-29,DELAYED,93,29224.32,17
443,84,45,4,2024-04-07,2024-04-24,2024-05-16,DELIVERED,45,18226.8,22
444,66,14,3,2022-09-16,2022-10-05,,Canceled,12,5872.68,
445,81,24,1,2023-06-14,2023-06-24,2023-06-28,Delivered,34,,4
446,86,46,5,2023-11-26,2023-12-06,,cancelled,81,12300.66,
447,75,21,1,2022-10-14,2022-11-08,2022-11-20,Deleyed,67,3629.39,12
448,48,29,2,2022-06-17,2022-06-22,2022-06-21,Deliverd,10,3956.2,0
449,17,10,2,2024-06-20,2024-07-15,2024-08-02,Delayed,65,,18
450,48,8,4,2022-11-18,2022-12-08,2022-12-26,delivered,16,6933.92,18
451,37,4,4,2023-08-26,2023-09-13,2023-09-22,,40,17352.4,9
452,49,29,5,2022-04-02,2022-04-18,2022-05-02,delayed,44,17407.28,14
453,86,6,3,2024-07-10,2024-08-03,2024-08-12,Deleyed,80,22392.8,9
454,91,41,5,2024-06-26,2024-07-22,2024-07-22,Delivered,99,11426.58,0
455,65,49,2,2022-04-19,2022-05-10,,Canceled,61,5179.51,
456,76,21,5,2024-06-28,2024-07-03,,Cancelled,52,,
457,70,8,1,2024-12-17,2024-12-30,2025-01-12,DELAYED,13,5633.81,13
458,92,12,3,2022-12-13,2022-12-17,,cancelled,4,1941.12,
459,50,32,2,2022-09-05,2022-09-09,2022-09-11,DELIVERED,66,24992.22,2
460,13,38,5,2024-04-14,2024-05-07,2024-05-15,delivered,87,5286.12,8
461,58,28,5,2024-10-21,2024-10-30,2024-10-29,DELIVERED,72,7416.72,0
462,45,44,3,2024-09-14,2024-09-25,,cancelled,49,189140.0,
463,36,47,2,2023-09-08,2023-09-13,2023-09-21,DELAYED,72,16090.56,8
464,43,30,,2024-07-16,2024-07-27,2024-08-02,Delivered,,,6
465,69,49,4,2022-12-22,2023-01-07,,Cancelled,51,4330.41,
466,90,25,3,2024-06-30,2024-07-24,2024-07-25,DELIVERED,23,9687.14,1
467,39,40,1,2022-02-10,2022-03-09,2022-03-13,Deliverd,81,28699.92,4
468,64,37,3,2023-03-05,2023-03-08,2023-03-13,delivered,65,18539.3,5
469,69,45,1,2023-06-16,2023-07-07,2023-07-15,,87,35238.48,8
470,60,44,1,2022-04-17,2022-05-17,2022-05-18,Delivered,67,258620.0,1
471,43,26,1,2024-05-10,2024-05-30,2024-06-14,Delayed,25,5011.0,15
472,56,2,1,2022-06-02,2022-06-12,2022-06-12,DELIVERED,62,14054.78,0
473,80,50,1,2023-11-29,2023-12-28,2024-01-03,Deliverd,77,25030.39,6
474,39,29,1,2022-03-10,2022-03-25,2022-03-29,Delivered,8,3164.96,4
475,2,43,5,2024-02-21,2024-03-07,2024-03-12,Deliverd,80,11903.2,5
476,14,38,3,2022-02-23,2022-03-12,,Cancelled,25,1519.0,
477,80,23,3,2022-09-16,2022-10-09,,Cancelled,54,13278.06,
478,19,50,5,2024-01-03,2024-01-15,,cancelled,,6176.33,
479,82,23,4,2022-10-24,2022-10-28,2022-10-30,DELIVERED,26,12700.74,2
480,43,20,5,2024-08-15,2024-09-06,2024-09-20,Delivered,54,16968.96,14
481,95,16,2,2023-04-17,2023-05-04,,CANCELLED,62,4968.06,
482,25,19,2,2024-01-14,2024-01-17,2024-01-19,DELIVERED,,22308.09,2
483,3,12,2,2022-12-23,2023-01-02,2023-01-11,Delivered,26,12617.28,9
484,68,43,3,2022-08-16,2022-08-29,2022-08-28,Deliverd,22,3273.38,0
485,32,39,3,2022-09-25,2022-10-23,2022-10-24,delivered,55,26879.6,1
486,11,14,4,2023-05-22,2023-05-26,2023-06-17,Delivered,94,46002.66,22
487,48,21,2,2024-11-08,2024-11-22,2024-12-11,Deleyed,92,4983.64,19
488,55,14,4,2022-03-16,2022-03-25,2022-04-03,DELIVERED,40,19575.6,9
489,6,15,3,2023-08-28,2023-09-14,,CANCELLED,75,6099.75,
490,10,17,2,2024-10-15,2024-10-28,2024-10-27,Delivered,83,39273.11,0
491,96,17,3,2022-05-27,2022-06-10,2022-06-10,DELIVERED,39,18453.63,0
492,84,38,,2023-06-19,2023-06-22,2023-06-22,delivered,97,5893.72,0
493,41,22,4,2023-03-06,2023-03-24,2023-03-26,Deliverd,11,5036.68,2
494,2,20,2,2024-02-07,2024-02-14,,cancelled,95,29852.8,
495,3,21,3,2024-04-06,,,Canceled,76,4116.92,
496,14,13,4,2024-03-11,2024-03-26,2024-04-11,DELIVERED,61,19344.93,16
497,26,2,4,2022-03-07,2022-04-05,,cancelled,24,5440.56,
498,15,26,4,2024-07-20,2024-07-24,2024-07-23,Delivered,21,4209.24,0
499,76,39,2,2023-02-26,2023-03-10,2023-03-30,Deleyed,,34794.06,20
500,63,22,5,2022-05-12,2022-06-10,2022-06-22,Delayed,73,33425.24,12
501,23,27,2,2023-09-02,2023-09-17,,CANCELLED,32,832.96,
502,9,19,5,2022-07-15,2022-07-30,2022-07-29,delivered,86,33657.82,0
503,33,29,4,2022-09-06,2022-09-20,2022-09-28,Delivered,22,8703.64,8
504,33,3,4,2024-02-20,2024-03-04,2024-03-15,DELAYED,2,343.2,11
505,3,18,4,2022-06-19,2022-07-09,2022-07-13,Delivered,21,1965.39,4
506,87,46,2,2022-01-23,2022-02-16,2022-02-16,Delivered,5,759.3,0
507,99,50,1,2022-07-30,2022-08-14,2022-08-16,delivered,,,2
508,93,43,1,2022-01-30,2022-02-12,2022-02-14,Delivered,22,3273.38,2
509,14,15,1,2023-03-01,2023-03-21,2023-04-08,Deleyed,,2277.24,18
510,39,14,1,2023-03-27,2023-04-01,2023-04-02,Delivered,53,25937.67,1
511,98,12,3,2022-12-18,2022-12-29,2022-12-30,Deliverd,,39792.96,1
512,91,33,2,2024-07-08,2024-07-23,,Cancelled,76,27290.08,
513,31,25,2,2022-06-12,2022-06-16,2022-06-16,Deliverd,27,8764.2,0
514,43,15,1,2022-03-23,2022-04-11,2022-04-25,Delayed,94,7645.02,14
515,1,29,2,2023-04-01,2023-04-23,2023-05-08,delayed,81,32045.22,15
516,93,6,5,2022-09-15,2022-09-20,2022-09-19,delivered,55,15395.05,0
517,47,31,3,2023-08-08,2023-08-29,2023-09-09,Deleyed,11,1540.33,11
518,98,28,4,2022-11-16,2022-12-15,2022-12-20,delayed,11,1133.11,5
519,92,22,1,2023-09-19,2023-10-06,2023-10-08,,18,8241.84,2
520,50,48,4,2024-02-06,2024-02-24,2024-03-13,Delayed,48,12474.24,18
521,63,33,3,2024-02-28,2024-03-20,2024-03-21,Delivered,91,32676.28,1
522,59,17,2,2023-05-12,2023-05-30,2023-06-01,delivered,78,36907.26,2
523,25,6,5,2022-01-26,2022-02-01,2022-02-09,Deliverd,67,18753.97,8
524,19,50,5,2024-02-23,2024-03-15,2024-03-15,Deliverd,,14628.15,0
525,94,42,4,2024-10-04,2024-10-07,2024-10-08,delivered,37,1272.06,1
526,8,12,2,2022-08-14,2022-08-31,,Canceled,26,12617.28,
527,75,18,1,2022-08-12,2022-09-11,2022-09-09,,9,1598.85,0
528,35,34,5,2022-03-27,2022-04-02,2022-03-31,DELIVERED,98,26457.06,0
529,43,4,5,2023-12-04,,2024-01-01,Deliverd,46,19955.26,15
530,32,45,3,2022-09-09,2022-10-09,,CANCELLED,97,,
531,79,39,2,2023-10-22,2023-10-25,2023-11-10,Deliverd,63,12983.04,16
532,67,46,2,2024-02-28,2024-03-11,,Cancelled,19,2885.34,
533,31,43,4,2024-08-14,2024-08-22,2024-08-30,Delayed,70,,8
534,69,43,1,2023-10-31,2023-11-15,2023-11-15,DELIVERED,18,2678.22,0
535,34,15,4,2022-05-13,2022-06-05,2022-06-06,Delivered,29,2358.57,1
536,40,48,5,2022-08-26,2022-09-16,2022-09-16,Deliverd,1,259.88,0
537,51,15,,2022-09-16,2022-10-05,,cancelled,14,1138.62,
538,96,19,5,2024-10-20,2024-11-13,2024-11-22,Delayed,19,7436.03,9
539,64,41,4,2022-09-10,2022-09-21,,Cancelled,28,3231.76,
540,39,47,4,2023-03-08,2023-04-07,2023-04-08,delivered,51,11397.48,1
541,37,34,1,2024-08-27,2024-09-10,2024-09-27,Deleyed,94,25377.18,17
542,62,29,2,2022-04-21,2022-05-21,2022-05-20,delivered,90,35605.8,0
543,49,44,1,2024-01-12,2024-02-07,,Canceled,19,73340.0,
544,93,10,4,2023-01-03,,2023-01-27,delivered,81,23504.58,20
545,36,42,4,2022-12-20,2023-01-12,2023-01-19,Delayed,49,1684.62,7
546,13,45,3,2024-11-09,2024-11-19,2024-11-21,Deliverd,96,38883.84,2
547,51,45,4,2022-09-14,2022-09-20,2022-09-22,Deliverd,3,1215.12,2
548,1,45,5,2022-09-12,2022-10-09,2022-10-13,Delivered,24,9720.96,4
549,47,33,1,2022-06-29,2022-07-19,2022-07-21,Delivered,39,14004.12,2
550,63,9,4,2023-08-24,2023-09-17,,cancelled,74,18494.08,
551,46,39,2,2022-04-02,2022-04-12,2022-04-12,Deliverd,71,8226.06,0
552,89,44,3,2022-12-01,2022-12-16,2022-12-23,DELAYED,55,212300.0,7
553,20,11,5,2024-02-02,2024-02-23,,CANCELLED,54,3880.44,
554,47,41,3,2022-09-13,2022-10-03,2022-10-06,delivered,12,,3
555,94,12,1,2024-02-12,2024-02-22,2024-03-01,Deleyed,68,32999.04,8
556,24,49,3,2023-08-01,2023-08-21,2023-08-22,Deliverd,50,,1
557,7,48,5,2024-11-17,2024-12-12,2024-12-18,DELIVERED,35,9095.8,6
558,36,33,4,2024-07-26,2024-08-03,2024-08-19,delayed,37,13285.96,16
559,74,6,2,2024-04-12,2024-05-09,2024-05-09,Deliverd,,6158.02,0
560,79,26,1,2024-11-07,2024-12-03,2024-12-05,Delivered,2,400.88,2
561,58,3,5,2023-05-16,2023-06-11,,Canceled,78,13384.8,
562,15,11,4,2023-12-25,2023-12-29,2024-01-18,Delayed,48,3449.28,20
563,83,14,4,2022-01-05,2022-01-31,,CANCELLED,40,19575.6,
564,93,23,3,2022-01-13,2022-02-04,2022-02-19,Delayed,14,175.42,15
565,51,15,3,2022-11-11,2022-11-27,2022-12-01,delivered,61,4961.13,4
566,15,46,3,2024-06-18,2024-06-26,2024-06-27,Deliverd,26,,1
567,17,44,4,2023-02-12,2023-03-02,2023-03-03,Deliverd,92,355120.0,1
568,88,23,2,2024-03-07,2024-03-14,2024-03-18,DELIVERED,65,,4
569,66,10,5,2024-09-10,2024-09-22,2024-09-23,Delivered,94,27276.92,1
570,25,40,5,2024-05-28,2024-06-06,2024-06-14,delayed,24,,8
571,7,13,5,2023-01-29,2023-02-05,2023-02-10,delayed,12,3805.56,5
572,41,23,3,2024-05-24,2024-06-16,2024-06-16,Delivered,92,19767.12,0
573,33,28,1,2024-08-24,2024-09-04,,cancelled,24,2472.24,
574,36,39,5,2022-09-24,2022-10-07,2022-10-17,Delivered,48,6083.52,10
575,44,35,1,2023-01-26,2023-02-04,2023-02-12,delayed,80,17658.4,8
576,92,29,3,2024-05-06,2024-05-26,2024-06-09,Deliverd,81,32045.22,14
577,38,45,3,2022-02-14,2022-02-22,,Canceled,17,6885.68,
578,52,50,5,2024-11-17,2024-11-22,2024-11-24,Delivered,50,16253.5,2
579,29,17,5,2024-11-16,2024-12-03,,Cancelled,39,18453.63,
580,32,4,3,2022-03-22,2022-04-14,2022-04-20,,83,36006.23,6
581,38,27,2,2024-01-26,2024-02-08,2024-02-20,Delivered,79,2056.37,12
582,81,42,4,2022-12-28,2023-01-08,2023-01-10,Deliverd,33,1134.54,2
583,62,24,4,2024-03-20,2024-03-27,2024-04-08,delayed,19,8944.06,12
584,25,44,4,2023-01-05,2023-01-28,2023-01-27,delivered,78,301080.0,0
585,98,8,1,2024-12-14,2024-12-21,2024-12-29,delivered,2,866.74,8
586,26,46,3,2022-01-28,2022-02-25,2022-03-13,Deliverd,11,1670.46,16
587,16,41,,2023-05-15,2023-05-19,,cancelled,70,8079.4,
588,29,42,3,2022-01-03,2022-01-13,2022-01-14,Delivered,37,1272.06,1
589,20,3,1,2023-08-01,2023-08-15,2023-08-19,delivered,78,13384.8,4
590,34,43,4,2023-09-10,2023-10-02,2023-09-30,Delivered,48,7141.92,0
591,94,37,1,2022-10-28,2022-11-10,2022-11-11,delivered,55,15687.1,1
592,50,42,2,2024-05-18,2024-06-05,2024-06-20,Deleyed,32,1100.16,15
593,31,45,2,2024-05-13,2024-06-01,,Cancelled,12,4860.48,
594,54,10,4,2022-08-14,2022-08-18,2022-08-17,Delivered,71,20602.78,0
595,85,45,1,2022-10-21,2022-11-05,2022-11-12,delivered,14,5670.56,7
596,24,10,4,2022-06-07,2022-06-10,,cancelled,98,28437.64,
597,2,33,2,2022-01-28,2022-02-09,2022-02-07,Deliverd,21,7540.68,0
598,17,34,1,2024-10-24,2024-11-05,2024-11-04,Delivered,49,13228.53,0
599,52,42,3,2022-06-08,2022-07-07,2022-07-27,DELAYED,83,2853.54,20
600,37,2,3,2022-06-09,2022-06-23,,Canceled,31,7027.39,
601,62,3,5,2023-02-18,2023-03-13,2023-03-11,,73,12526.8,0
602,13,45,2,2024-03-26,2024-04-14,2024-04-15,Delivered,87,,1
603,20,19,1,2024-02-22,2024-03-11,,Cancelled,21,8218.77,
604,99,42,5,2022-10-16,2022-11-12,2022-12-02,DELIVERED,67,2303.46,20
605,10,40,2,2022-03-23,2022-04-17,2022-04-29,Deleyed,,27636.96,12
606,9,19,2,2023-09-26,2023-10-16,2023-10-17,Delivered,21,8218.77,1
607,6,37,1,2024-08-27,2024-09-07,2024-09-16,Deleyed,63,17968.86,9
608,88,24,3,2024-01-22,2024-02-10,,Cancelled,11,5178.14,
609,38,10,1,2023-05-17,2023-06-11,,Cancelled,14,4062.52,
610,94,6,1,2023-12-16,2024-01-02,2024-01-21,Deleyed,24,6717.84,19
611,95,14,4,2023-10-12,2023-10-25,,Cancelled,90,44045.1,
612,47,39,1,2023-03-14,2023-03-27,,Canceled,100,19634.0,
613,92,18,1,2024-05-16,2024-05-27,2024-05-28,delivered,52,2602.08,1
614,69,23,2,2022-07-09,2022-07-25,2022-07-31,Deliverd,54,13284.0,6
615,86,5,2,2022-01-21,2022-02-10,,,93,10205.82,
616,58,47,5,2024-10-19,2024-11-18,2024-11-19,Deliverd,1,,1
617,27,39,2,2023-01-20,2023-02-05,,Cancelled,49,5679.59,
618,55,23,4,2023-09-21,2023-10-10,2023-10-18,Delivered,46,19127.26,8
619,88,43,3,2022-11-30,2022-12-20,2023-01-06,Delayed,89,13242.31,17
620,80,48,4,2022-02-03,2022-02-25,2022-03-05,Deleyed,97,25208.36,8
621,16,13,1,2024-05-11,2024-05-20,2024-05-29,Deliverd,61,19344.93,9
622,40,43,3,2024-03-21,2024-03-24,2024-03-31,Deliverd,,5058.86,7
623,22,21,5,2022-03-08,2022-03-11,2022-03-11,delivered,43,2329.31,0
624,94,41,2,2024-03-16,2024-04-14,2024-04-23,delivered,50,5771.0,9
625,34,49,4,2024-10-29,2024-11-04,,cancelled,81,6877.71,
626,49,6,,2022-11-10,2022-11-13,,CANCELLED,74,20713.34,
627,36,43,3,2023-03-31,2023-04-12,2023-04-11,Delivered,7,1041.53,0
628,64,6,2,2024-07-29,2024-08-20,2024-08-20,delivered,10,,0
629,21,41,3,2022-05-31,,2022-06-19,delivered,58,6694.36,1
630,67,1,5,2022-08-29,2022-09-11,2022-09-13,delivered,21,101081.4,2
631,11,9,3,2022-11-09,2022-11-18,2022-11-17,DELIVERED,29,7247.68,0
632,33,26,5,2023-08-26,2023-09-12,2023-09-30,DELAYED,25,5011.0,18
633,96,28,4,2023-10-01,2023-10-09,2023-10-24,Delivered,77,7931.77,15
634,38,38,3,2024-02-05,2024-02-28,2024-02-26,DELIVERED,53,3220.28,0
635,100,24,3,2024-05-29,,2024-06-24,Delivered,19,8944.06,0
636,68,25,1,2023-10-21,2023-10-31,,Cancelled,37,11280.56,
637,54,3,4,2024-06-10,2024-06-23,2024-06-21,DELIVERED,36,,0
638,17,30,1,2022-02-06,2022-03-01,,Cancelled,,18273.93,
639,41,36,1,2024-04-30,2024-05-26,2024-05-26,DELIVERED,100,34654.0,0
640,18,4,2,2022-09-06,2022-10-05,2022-10-05,Deliverd,2,867.62,0
641,34,45,1,2024-01-26,2024-02-24,,Cancelled,7,2835.28,
642,19,9,1,2024-02-17,2024-02-28,2024-03-17,Deliverd,41,10246.72,18
643,94,21,3,2023-05-08,2023-05-29,2023-06-18,DELAYED,99,5362.83,20
644,86,14,1,2023-05-12,2023-06-05,2023-06-11,delivered,2,978.78,6
645,17,33,2,2024-12-16,2025-01-04,2025-01-12,Deliverd,14,5027.12,8
646,14,10,1,2023-01-20,2023-01-25,2023-01-25,Deliverd,,17410.8,0
647,20,28,3,2024-07-16,2024-07-30,2024-08-01,DELIVERED,28,2884.28,2
648,23,13,3,2024-02-23,2024-03-20,2024-03-31,Deleyed,52,16490.76,11
649,69,16,3,2023-05-25,2023-05-31,2023-05-29,Deliverd,9,721.17,0
650,37,46,3,2023-07-04,2023-07-22,2023-07-21,Deliverd,77,11693.22,0
651,61,1,2,2022-12-15,,2022-12-28,DELIVERED,86,413952.4,0
652,15,16,4,2022-01-20,,2022-02-15,DELIVERED,61,4887.93,4
653,70,48,4,2022-10-28,2022-11-24,2022-11-24,DELIVERED,45,11694.6,0
654,88,8,4,2023-11-15,2023-12-04,,Canceled,35,15167.95,
655,90,37,2,2022-10-18,2022-11-01,2022-11-06,Delayed,95,27095.9,5
656,34,34,4,2023-07-15,2023-08-07,,cancelled,23,6209.31,
657,73,28,1,2023-09-26,2023-10-05,2023-10-05,DELIVERED,,6077.59,0
658,39,43,5,2022-10-29,2022-11-15,2022-11-15,,21,3124.59,0
659,85,28,1,2022-09-10,2022-09-14,2022-09-28,delayed,46,4738.46,14
660,29,6,5,2022-11-14,2022-11-19,2022-11-18,delivered,38,10636.58,0
661,75,44,4,2022-07-20,2022-07-31,2022-07-30,DELIVERED,42,162120.0,0
662,49,35,4,2022-06-25,2022-07-07,,Cancelled,24,5297.52,
663,4,2,4,2024-01-03,2024-01-20,2024-01-21,delivered,72,16321.68,1
664,17,49,1,2024-11-14,,2024-12-05,Deliverd,51,4330.41,7
665,62,19,1,2022-08-08,2022-08-21,,Cancelled,73,28570.01,
666,82,15,2,2022-04-19,2022-05-14,2022-05-16,DELIVERED,87,7075.71,2
667,27,7,5,2023-02-16,,2023-02-24,Deliverd,32,4896.32,2
668,85,44,5,2024-09-17,2024-09-25,2024-10-02,Delivered,57,220020.0,7
669,38,31,2,2022-12-16,2023-01-04,,CANCELLED,62,8681.86,
670,59,2,2,2022-08-08,2022-08-25,2022-09-12,DELAYED,37,8387.53,18
671,46,1,3,2024-06-29,2024-07-03,2024-07-20,delivered,21,101081.4,17
672,36,46,4,2022-05-09,2022-05-17,2022-05-19,Deliverd,18,2733.48,2
